IP,Date,Time,Accepted cookies,Device type,Browser language,Browser name,OS Name,Country,Region,RegionName,City,Zipcode,Lat,Lon
162.158.87.141,2023-09-21,20:19:50 UTC,["necessary"],desktop,en,Chrome,Windows,Germany,HE,Hesse,Frankfurt,,50.1109,8.6821
162.158.22.100,2023-09-21,20:48:45 UTC,["necessary"],mobile,en,Instagram,Android,France,PAC,Provence-Alpes-Côte d'Azur,Marseille,,43.2964,5.3697
162.158.111.35,2023-09-21,20:58:30 UTC,["necessary"],mobile,en,Instagram,Android,Germany,HE,Hesse,Frankfurt,,50.1109,8.6821
188.114.102.228,2023-09-21,21:02:46 UTC,["necessary"],mobile,hi,Facebook,Android,Italy,25,Lombardy,Milan,,45.4642,9.1899
162.158.94.93,2023-09-21,21:09:08 UTC,["necessary"],mobile,en,Instagram,Android,Germany,HE,Hesse,Frankfurt,,50.1109,8.6821
188.114.102.81,2023-09-21,21:30:51 UTC,["necessary"],mobile,en,Instagram,Android,Italy,25,Lombardy,Milan,,45.4642,9.1899
172.70.242.109,2023-09-21,21:34:06 UTC,["necessary"],mobile,en,Instagram,Android,Germany,HE,Hesse,Frankfurt,,50.1109,8.6821
172.70.247.41,2023-09-21,21:53:30 UTC,["necessary"],mobile,en,Instagram,Android,Germany,HE,Hesse,Frankfurt,,50.1109,8.6821
162.158.106.153,2023-09-21,21:56:19 UTC,["necessary"],mobile,en,Instagram,Android,Singapore,03,North West,Singapore,858877,1.352,103.8198
172.69.95.155,2023-09-21,22:01:50 UTC,["necessary"],mobile,en,Instagram,Android,India,MH,Maharashtra,Mumbai,,19.0759,72.8776
162.158.86.170,2023-09-21,22:03:08 UTC,["necessary"],mobile,en,Instagram,Android,Germany,HE,Hesse,Frankfurt,,50.1109,8.6821
162.158.94.87,2023-09-21,22:10:50 UTC,["necessary"],mobile,en,Instagram,Android,Germany,HE,Hesse,Frankfurt,,50.1109,8.6821
172.70.251.214,2023-09-21,22:16:45 UTC,["necessary"],mobile,en,Instagram,Android,Germany,HE,Hesse,Frankfurt,,50.1109,8.6821
172.71.186.98,2023-09-22,00:08:13 UTC,["necessary"],mobile,en,Instagram,Android,France,PAC,Provence-Alpes-Côte d'Azur,Marseille,,43.2964,5.3697
188.114.102.205,2023-09-22,00:11:19 UTC,["necessary"],desktop,en,Chrome,Windows,Italy,25,Lombardy,Milan,,45.4642,9.1899
172.70.250.102,2023-09-22,00:11:30 UTC,["necessary"],mobile,en,Instagram,iOS,Germany,HE,Hesse,Frankfurt,,50.1109,8.6821
188.114.102.243,2023-09-22,00:14:02 UTC,["necessary"],mobile,gu,Instagram,Android,Italy,25,Lombardy,Milan,,45.4642,9.1899
188.114.102.242,2023-09-22,00:18:05 UTC,["necessary"],mobile,en,Instagram,Android,Italy,25,Lombardy,Milan,,45.4642,9.1899
172.70.243.24,2023-09-22,00:25:51 UTC,["necessary"],mobile,en,Chrome,Android,Germany,HE,Hesse,Frankfurt,,50.1109,8.6821
172.70.246.41,2023-09-22,00:26:02 UTC,["necessary"],mobile,en,Instagram,Android,Germany,HE,Hesse,Frankfurt,,50.1109,8.6821
162.158.87.219,2023-09-22,00:28:48 UTC,["necessary"],mobile,en,Chrome,Android,Germany,HE,Hesse,Frankfurt,,50.1109,8.6821
162.158.86.210,2023-09-22,00:30:30 UTC,["necessary"],mobile,en,Instagram,iOS,Germany,HE,Hesse,Frankfurt,,50.1109,8.6821
162.158.106.228,2023-09-22,00:30:42 UTC,["necessary"],mobile,en,Instagram,Android,Singapore,03,North West,Singapore,858877,1.352,103.8198
172.70.147.22,2023-09-22,00:32:06 UTC,["necessary"],mobile,en,Instagram,iOS,Singapore,03,North West,Singapore,858877,1.352,103.8198
172.70.93.20,2023-09-22,00:33:47 UTC,["necessary"],mobile,en,Instagram,Android,Singapore,03,North West,Singapore,858877,1.352,103.8198
162.158.22.181,2023-09-22,00:51:40 UTC,["necessary"],mobile,en,Samsung Internet,Android,France,PAC,Provence-Alpes-Côte d'Azur,Marseille,,43.2964,5.3697
172.71.198.59,2023-09-22,01:18:14 UTC,["necessary"],mobile,en,Safari,iOS,India,MH,Maharashtra,Mumbai,,19.0759,72.8776
162.158.22.177,2023-09-22,01:19:36 UTC,["necessary"],mobile,hu,Facebook,Android,France,PAC,Provence-Alpes-Côte d'Azur,Marseille,,43.2964,5.3697
162.158.86.73,2023-09-22,01:52:17 UTC,["necessary"],mobile,en,Instagram,Android,Germany,HE,Hesse,Frankfurt,,50.1109,8.6821
162.158.94.156,2023-09-22,02:19:00 UTC,["necessary"],mobile,en,Instagram,Android,Germany,HE,Hesse,Frankfurt,,50.1109,8.6821
162.158.162.248,2023-09-22,02:33:55 UTC,["necessary"],mobile,en,Instagram,Android,Singapore,03,North West,Singapore,858877,1.352,103.8198
172.71.186.76,2023-09-22,08:35:20 UTC,["necessary"],mobile,en,Instagram,Android,France,PAC,Provence-Alpes-Côte d'Azur,Marseille,,43.2964,5.3697
162.158.95.131,2023-09-22,08:45:30 UTC,["necessary"],mobile,en,Instagram,Android,Germany,HE,Hesse,Frankfurt,,50.1109,8.6821
162.158.22.145,2023-09-22,10:42:24 UTC,["necessary"],mobile,en,Facebook,Android,France,PAC,Provence-Alpes-Côte d'Azur,Marseille,,43.2964,5.3697
162.158.111.134,2023-09-22,10:53:29 UTC,["necessary"],desktop,en,Chrome,Windows,Germany,HE,Hesse,Frankfurt,,50.1109,8.6821
172.68.51.137,2023-09-22,11:17:06 UTC,["necessary"],desktop,en,Chrome,Windows,Austria,9,Vienna,Vienna,,48.2081,16.3738
172.71.218.252,2023-09-22,11:32:08 UTC,["necessary"],desktop,en,Chrome,Windows,Hong Kong,HCW,Central and Western District,Hong Kong,,22.3193,114.1693
172.70.251.123,2023-09-22,12:56:54 UTC,["necessary"],desktop,en,Chrome,Windows,Germany,HE,Hesse,Frankfurt,,50.1109,8.6821
172.70.246.25,2023-09-22,12:58:56 UTC,["necessary"],mobile,en,Chrome,Android,Germany,HE,Hesse,Frankfurt,,50.1109,8.6821
172.70.147.107,2023-09-22,13:19:48 UTC,["necessary"],mobile,en,Instagram,Android,Singapore,03,North West,Singapore,858877,1.352,103.8198
162.158.22.123,2023-09-22,13:34:32 UTC,["necessary"],mobile,hi,Facebook,Android,France,PAC,Provence-Alpes-Côte d'Azur,Marseille,,43.2964,5.3697
162.158.87.78,2023-09-22,13:47:37 UTC,["necessary"],mobile,hi,Facebook,Android,Germany,HE,Hesse,Frankfurt,,50.1109,8.6821
162.158.170.163,2023-09-22,15:05:16 UTC,["necessary"],mobile,en,Facebook,Android,Singapore,03,North West,Singapore,858877,1.352,103.8198
162.158.94.107,2023-09-22,15:33:05 UTC,["necessary"],mobile,en,Facebook,Android,Germany,HE,Hesse,Frankfurt,,50.1109,8.6821
141.101.76.9,2023-09-22,15:50:58 UTC,["necessary"],desktop,en,Chrome,Windows,Netherlands,NH,North Holland,Amsterdam,,52.3675,4.9041
172.71.160.91,2023-09-22,16:22:45 UTC,["necessary"],mobile,en,Facebook,Android,Germany,NW,North Rhine-Westphalia,Düsseldorf,,51.2277,6.7734
108.162.227.126,2023-09-22,16:54:45 UTC,["necessary"],mobile,en,Facebook,Android,Singapore,03,North West,Singapore,858877,1.352,103.8198
162.158.23.49,2023-09-22,16:59:33 UTC,["necessary"],mobile,en,Instagram,Android,France,PAC,Provence-Alpes-Côte d'Azur,Marseille,,43.2964,5.3697
162.158.170.219,2023-09-22,17:18:41 UTC,["necessary"],mobile,en,Instagram,Android,Singapore,03,North West,Singapore,858877,1.352,103.8198
162.158.56.152,2023-09-22,17:22:51 UTC,["necessary"],mobile,en,Facebook,Android,United Arab Emirates,DU,Dubai,Dubai,,25.2048,55.2707
172.70.247.159,2023-09-22,17:31:55 UTC,["necessary"],desktop,en,Chrome,Windows,Germany,HE,Hesse,Frankfurt,,50.1109,8.6821
162.158.110.129,2023-09-22,17:32:52 UTC,["necessary"],mobile,en,Chrome,iOS,Germany,HE,Hesse,Frankfurt,,50.1109,8.6821
172.71.186.218,2023-09-22,18:35:31 UTC,["necessary"],mobile,en,Instagram,Android,France,PAC,Provence-Alpes-Côte d'Azur,Marseille,,43.2964,5.3697
162.158.22.138,2023-09-22,18:35:35 UTC,["necessary"],desktop,en,Chrome,Windows,France,PAC,Provence-Alpes-Côte d'Azur,Marseille,,43.2964,5.3697
172.68.167.141,2023-09-22,19:21:50 UTC,["necessary"],mobile,en,Instagram,iOS,India,TG,Telangana,Hyderabad,,17.385,78.4866
162.158.106.155,2023-09-22,20:01:16 UTC,["necessary"],mobile,en,Instagram,iOS,Singapore,03,North West,Singapore,858877,1.352,103.8198
162.158.22.157,2023-09-22,20:22:03 UTC,["necessary"],mobile,en,Instagram,Android,France,PAC,Provence-Alpes-Côte d'Azur,Marseille,,43.2964,5.3697
172.69.86.45,2023-09-22,20:34:32 UTC,["necessary"],mobile,en,Instagram,Android,India,MH,Maharashtra,Mumbai,,19.0759,72.8776
172.69.87.111,2023-09-22,20:48:25 UTC,["necessary"],mobile,en,Instagram,Android,India,MH,Maharashtra,Mumbai,,19.0759,72.8776
172.70.189.34,2023-09-22,20:51:28 UTC,["necessary"],mobile,en,Instagram,iOS,Singapore,03,North West,Singapore,858877,1.352,103.8198
162.158.94.29,2023-09-22,20:56:31 UTC,["necessary"],mobile,en,Instagram,Android,Germany,HE,Hesse,Frankfurt,,50.1109,8.6821
172.70.247.46,2023-09-22,20:59:30 UTC,["necessary"],mobile,en,Vivo Browser,Android,Germany,HE,Hesse,Frankfurt,,50.1109,8.6821
162.158.22.157,2023-09-22,21:33:48 UTC,["necessary"],mobile,en,Instagram,Android,France,PAC,Provence-Alpes-Côte d'Azur,Marseille,,43.2964,5.3697
162.158.129.237,2023-09-22,21:36:42 UTC,["necessary"],mobile,en,Chrome,Android,Italy,25,Lombardy,Milan,,45.4642,9.1899
162.158.2.103,2023-09-22,21:50:20 UTC,["necessary"],mobile,en,Instagram,Android,Australia,VIC,Victoria,Melbourne,,-37.8136,144.963
162.158.22.157,2023-09-22,21:52:02 UTC,["necessary"],desktop,en,Chrome,Windows,France,PAC,Provence-Alpes-Côte d'Azur,Marseille,,43.2964,5.3697
172.71.186.189,2023-09-22,21:54:17 UTC,["necessary"],desktop,en,Chrome,Windows,France,PAC,Provence-Alpes-Côte d'Azur,Marseille,,43.2964,5.3697
172.70.147.78,2023-09-22,22:02:02 UTC,["necessary"],mobile,en,Instagram,Android,Singapore,03,North West,Singapore,858877,1.352,103.8198
172.70.143.63,2023-09-22,22:05:25 UTC,["necessary"],mobile,en,Chrome,Android,Singapore,03,North West,Singapore,858877,1.352,103.8198
108.162.227.13,2023-09-22,22:07:32 UTC,["necessary"],mobile,en,Chrome,Android,Singapore,03,North West,Singapore,858877,1.352,103.8198
172.71.186.80,2023-09-22,22:13:51 UTC,["necessary"],desktop,en,Chrome,Windows,France,PAC,Provence-Alpes-Côte d'Azur,Marseille,,43.2964,5.3697
172.70.46.112,2023-09-22,22:22:32 UTC,["necessary"],mobile,en,Instagram,Android,Netherlands,NH,North Holland,Amsterdam,,52.3675,4.9041
162.158.189.181,2023-09-22,22:23:52 UTC,["necessary"],mobile,en,Instagram,Android,Singapore,03,North West,Singapore,858877,1.352,103.8198
172.69.150.106,2023-09-22,22:43:31 UTC,["necessary"],mobile,en,Instagram,Android,Germany,HE,Hesse,Frankfurt,,50.1109,8.6821
108.162.226.237,2023-09-22,22:50:05 UTC,["necessary"],mobile,en,Instagram,Android,Singapore,03,North West,Singapore,858877,1.352,103.8198
172.70.242.201,2023-09-22,22:51:15 UTC,["necessary"],mobile,en,Instagram,Android,Germany,HE,Hesse,Frankfurt,,50.1109,8.6821
108.162.227.2,2023-09-22,22:52:13 UTC,["necessary"],mobile,en,Chrome,Android,Singapore,03,North West,Singapore,858877,1.352,103.8198
172.71.186.76,2023-09-22,23:00:47 UTC,["necessary"],mobile,en,Instagram,Android,France,PAC,Provence-Alpes-Côte d'Azur,Marseille,,43.2964,5.3697
162.158.23.23,2023-09-22,23:02:20 UTC,["necessary"],mobile,en,Instagram,Android,France,PAC,Provence-Alpes-Côte d'Azur,Marseille,,43.2964,5.3697
172.70.142.94,2023-09-22,23:13:31 UTC,["necessary"],mobile,en,Instagram,iOS,Singapore,03,North West,Singapore,858877,1.352,103.8198
172.70.189.48,2023-09-22,23:20:40 UTC,["necessary"],mobile,en,Instagram,iOS,Singapore,03,North West,Singapore,858877,1.352,103.8198
172.71.186.66,2023-09-22,23:28:33 UTC,["necessary"],mobile,en,Instagram,Android,France,PAC,Provence-Alpes-Côte d'Azur,Marseille,,43.2964,5.3697
162.158.235.50,2023-09-22,23:36:33 UTC,["necessary"],mobile,en,Instagram,Android,India,MH,Maharashtra,Mumbai,,19.0759,72.8776
172.69.178.18,2023-09-22,23:38:57 UTC,["necessary"],mobile,en,Samsung Internet,Android,India,MH,Maharashtra,Mumbai,,19.0759,72.8776
162.158.2.155,2023-09-23,00:07:04 UTC,["necessary"],mobile,en,Instagram,Android,Australia,VIC,Victoria,Melbourne,,-37.8136,144.963
162.158.95.212,2023-09-23,00:10:53 UTC,["necessary"],mobile,en,Instagram,Android,Germany,HE,Hesse,Frankfurt,,50.1109,8.6821
172.69.179.217,2023-09-23,00:15:10 UTC,["necessary"],mobile,en,Facebook,Android,India,MH,Maharashtra,Mumbai,,19.0759,72.8776
162.158.171.9,2023-09-23,00:24:18 UTC,["necessary"],mobile,en,Instagram,iOS,Singapore,03,North West,Singapore,858877,1.352,103.8198
162.158.87.57,2023-09-23,00:37:37 UTC,["necessary"],mobile,en,Instagram,iOS,Germany,HE,Hesse,Frankfurt,,50.1109,8.6821
141.101.77.64,2023-09-23,00:39:24 UTC,["necessary"],mobile,en,Safari,iOS,Netherlands,NH,North Holland,Amsterdam,,52.3675,4.9041
162.158.23.49,2023-09-23,01:25:58 UTC,["necessary"],mobile,en,Instagram,iOS,France,PAC,Provence-Alpes-Côte d'Azur,Marseille,,43.2964,5.3697
172.71.102.153,2023-09-23,01:28:22 UTC,["necessary"],mobile,en,Instagram,iOS,Netherlands,NH,North Holland,Amsterdam,,52.3675,4.9041
172.69.150.158,2023-09-23,01:31:19 UTC,["necessary"],mobile,en,Safari,iOS,Germany,HE,Hesse,Frankfurt,,50.1109,8.6821
172.71.122.168,2023-09-23,03:53:08 UTC,["necessary"],mobile,en,Instagram,Android,France,IDF,Île-de-France,Paris,,48.8566,2.3522
172.71.182.32,2023-09-23,03:55:38 UTC,["necessary"],mobile,en,Edge,Android,Netherlands,NH,North Holland,Amsterdam,,52.3675,4.9041
172.71.186.81,2023-09-23,05:33:02 UTC,["necessary"],mobile,en,Instagram,iOS,France,PAC,Provence-Alpes-Côte d'Azur,Marseille,,43.2964,5.3697
162.158.22.145,2023-09-23,05:33:20 UTC,["necessary"],mobile,en,Instagram,Android,France,PAC,Provence-Alpes-Côte d'Azur,Marseille,,43.2964,5.3697
162.158.23.50,2023-09-23,05:34:38 UTC,["necessary"],mobile,en,Safari,iOS,France,PAC,Provence-Alpes-Côte d'Azur,Marseille,,43.2964,5.3697
162.158.22.157,2023-09-23,05:34:46 UTC,["necessary"],mobile,en,Chrome,Android,France,PAC,Provence-Alpes-Côte d'Azur,Marseille,,43.2964,5.3697
172.71.186.188,2023-09-23,05:39:35 UTC,["necessary"],desktop,en,Chrome,Linux,France,PAC,Provence-Alpes-Côte d'Azur,Marseille,,43.2964,5.3697
162.158.22.144,2023-09-23,05:43:12 UTC,["necessary"],desktop,en,Chrome,Windows,France,PAC,Provence-Alpes-Côte d'Azur,Marseille,,43.2964,5.3697
172.70.242.200,2023-09-23,06:03:57 UTC,["necessary"],mobile,en,Instagram,Android,Germany,HE,Hesse,Frankfurt,,50.1109,8.6821
188.114.102.73,2023-09-23,07:05:49 UTC,["necessary"],mobile,en,Instagram,Android,Italy,25,Lombardy,Milan,,45.4642,9.1899
172.71.122.179,2023-09-23,17:23:02 UTC,["necessary"],mobile,en,Facebook,Android,France,IDF,Île-de-France,Paris,,48.8566,2.3522
172.70.189.66,2023-09-23,19:19:42 UTC,["necessary"],desktop,en,Chrome,Windows,Singapore,03,North West,Singapore,858877,1.352,103.8198
172.71.134.103,2023-09-23,21:46:10 UTC,["necessary"],mobile,en,Safari,iOS,France,IDF,Île-de-France,Paris,,48.8566,2.3522
172.70.162.143,2023-09-24,01:11:36 UTC,["necessary"],desktop,en,Chrome,Windows,United Kingdom,ENG,England,London,,51.5073,-0.1277
172.71.134.72,2023-09-24,14:00:19 UTC,["necessary"],mobile,en,Facebook,Android,France,IDF,Île-de-France,Paris,,48.8566,2.3522
162.158.56.137,2023-09-24,18:17:28 UTC,["necessary"],mobile,en,Safari,iOS,United Arab Emirates,DU,Dubai,Dubai,,25.2048,55.2707
172.71.202.54,2023-09-24,23:17:07 UTC,["necessary"],mobile,en,Safari,iOS,India,MH,Maharashtra,Mumbai,,19.0759,72.8776
172.70.246.25,2023-09-25,10:51:34 UTC,["necessary"],desktop,en,Chrome,Windows,Germany,HE,Hesse,Frankfurt,,50.1109,8.6821
172.70.189.129,2023-09-25,11:22:31 UTC,["necessary"],desktop,en,Chrome,Windows,Singapore,03,North West,Singapore,858877,1.352,103.8198
172.71.134.224,2023-09-25,15:09:37 UTC,["necessary"],desktop,en,Chrome,Windows,France,IDF,Île-de-France,Paris,,48.8566,2.3522
